name_in_database,domain,authors,journal,year,expt_in_paper,stimuli,n_subjects_master,min_trials,max_trials,n_tasks_conditions,confidence_type,confidence_scale_raw,conf_simultaneous,conf_min_est,conf_max_est,conf_n_levels_est,conf_is_discrete_est,manipulations,notes_master,task_type,csv_found,csv_error,csv_columns,csv_n_columns,csv_n_rows,csv_n_subjects,csv_file_size_bytes,is_multi_task,n_tasks_detected,task_suffixes,has_explicit_accuracy,has_any_rt,has_decision_rt,has_separate_conf_rt,rt_type,conf_min_actual,conf_max_actual,conf_n_unique_actual,conf_is_discrete_actual,conf_n_levels_actual,conf_non_numeric,stimulus_is_binary,stimulus_values,response_is_binary,response_values,has_correct_col,has_error_col,feedback,response_device,data_collection_dates,auto_tags,n_tags,tag_notes
OHora_unpub_1,Perception,"O'Hora, Zgonnikov, CiChocki",Unpublished,,,Random dot kinematogramms,36,492,528,2,wager,5-point,no,1.0,5.0,5.0,True,motivation - 50% of participants told of lottery opportunity,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Coherence, Accuracy, Training, cond, Int.Block, five_s_to, exclude_subj",13,17748,36.0,1207674,False,1,,True,True,True,True,separate,10.0,50.0,5,True,5.0,,True,"0, 1",True,"0.0, 1.0",False,False,Included,Mouse,Jan-March 2018,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
OHora_unpub_2,Perception,"O'Hora, Zgonnikov, Neverauskaite",Unpublished,,,Random dot kinematogramms,29,204,492,1,wager,5-point,no,1.0,5.0,5.0,True,,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Coherence, Accuracy, Training, exclude_subj",10,13414,29.0,694552,False,1,,True,True,True,True,separate,-50.0,50.0,10,True,10.0,,True,"0, 1",True,"0.0, 1.0",False,False,Included,Mouse,Jan-March 2019,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Palser_2018,Perception,Palser et al,Consciousness & Cognition,2018.0,,Gabors,48,200,200,3,confidence rating,continuous (1-99),no,1.0,99.0,,False,movement time,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Contrast, Condition",8,9600,48.0,312212,False,1,,False,True,True,True,separate,1.0,109.0,108,False,,,True,"1, 2",True,"1.0, 2.0",False,False,No feedback on performance was given.,Type I response was indicated by moving a marble from a homepad to one of two labelled touch-sensitive containers. The Type II response was indicated using a laptop computer keyboard.,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,continuous confidence → binning required for meta-d'
Paulewicz_unpub1,Cognitive,Paulewicz & Wierzcho_,Unpublished,,,AGL strings,53,60,60,1,confidence rating,4-point,no,1.0,4.0,4.0,True,dual vs single task,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, Difficulty, Item",6,3180,53.0,82229,False,1,,False,False,False,False,none,1.0,4.0,4,True,4.0,,True,"1, 2",True,"1.0, 2.0",False,False,No,"keyboard, mouse",2012 04,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, meta_d_mle, type2_auc, type2_roc",9,
Paulewicz_unpub2,Cognitive,"Paulewicz, Wierzcho_ & Siedlecka",Unpublished,,,Gabors,32,111,128,2,PAS,4-point,no,1.0,4.0,4.0,True,order of decision and rating,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, Accuracy, Difficulty, Order",8,4079,32.0,92272,False,1,,True,True,True,False,decision_only,1.0,4.0,4,True,4.0,,True,"1, 2",False,"1.0, 2.0, 3.0, 4.0",False,False,No,"keyboard, mouse",2013,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,
Paulewicz_unpub3,Cognitive,"Paulewicz, Wierzcho_ & Siedlecka",Unpublished,,,Gabors,45,128,128,2,PAS,4-point,no,1.0,4.0,4.0,True,order of decision and rating,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, Accuracy, Difficulty, Order",8,5760,45.0,138104,False,1,,True,True,True,False,decision_only,0.0,5.0,6,True,6.0,,True,"1, 2",True,"1.0, 2.0",False,False,No,"keyboard, mouse",2014 03 - 2014 05,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,
Paulewicz_unpub4,Cognitive,"Paulewicz, Wierzcho_ & Siedlecka",Unpublished,,,Gabors,34,128,256,2,PAS,4-point,no,1.0,4.0,4.0,True,SOA of rating after the stimulus,"same outcome = both trajectories hit / don't hit the target, different outcome = one trajectory hits the target, the other one doesn't",binary_classification,True,,"Subj_idx, Stimulus, Response, Accuracy, Confidence, RT_dec, Difficulty, Condition",8,8191,34.0,208089,False,1,,True,True,True,False,decision_only,0.0,4.0,5,True,5.0,,True,"1, 2",True,"1.0, 2.0",False,False,No,"keyboard, mouse",2014 04,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,
Pereira_2018,Perception,"Pereira, Faivre, Iturrate et al.",bioRxiv,2018.0,Expt 1,grid dots,25,96,288,1,confidence rating,continuous (0-1),no,0.0,1.0,,False,,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Ease",7,6816,25.0,169558,False,1,,False,True,True,True,separate,0.0,1.0,101,False,,,True,"1, 2",True,"1, 2",False,False,none,fMRI button box,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,continuous confidence → binning required for meta-d'
Peters_unpub,Motor,"Peters, Filevich",Unpublished,,,ball throw trajectories,40,480,480,2,confidence rating,continuous (0-100),no,0.0,100.0,,False,"task difficulty, same vs. different outcome",,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Difference, Condition",8,19200,40.0,598891,False,1,,False,True,True,True,separate,0.0,100.0,101,False,,,True,"1, 2",True,"1.0, 2.0",False,False,No feedback was given.,A lever that was also used to perform the motor task.,January - March 2019,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,continuous confidence → binning required for meta-d'
Prieto_unpub,Perception,Prieto et al. ,Submitted,,,Gabors,204,200,200,1,confidence rating,continuous (1-6),no,1.0,6.0,,False,contrast,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Contrast, Accuracy",8,40800,204.0,1347537,False,1,,True,True,True,True,separate,1.0,6.0,802,False,,,True,"1, 2",True,"1, 2",False,False,None,,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,continuous confidence → binning required for meta-d'
Rahnev_2013,Perception,Rahnev et al,J Neurophysiol,2013.0,Expt 2,Gabors,12,4200,4200,6,wager,2-point,yes,1.0,2.0,2.0,True,TMS to occipital/vertex,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_decConf, Contrast, Condition",7,50400,12.0,1062505,False,1,,False,True,True,False,combined,1.0,2.0,2,True,2.0,,True,"1, 2",True,"1.0, 2.0",False,False,,,,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,
data_Rahnev_2021,Perception,Rahnev,Neuroscience of Consciousness,2021.0,Expt 1,Gabors,28,800,800,2,confidence rating,4-point,no,1.0,4.0,4.0,True,the variance of the stimulus-generating distributions,keyboard only,binary_classification,True,,"subject_id, Condition, Stimulus, Response, Accuracy, Confidence, stimAngle, RT_dec, RT_conf",9,22400,,1116602,False,1,,True,True,True,True,separate,1.0,4.0,4,True,4.0,,True,"0, 1",True,"0, 1",False,False,Trial-by-trial feedback was provided.,,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Rausch_2014,Perception,Rausch & Zehetleitner,Consc Cog,2014.0,,Random dot kinematogramms,20,474,474,2,visibility,continuous (0-3),no,0.0,3.0,,False,coherence,,binary_response_graded_stimulus,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, coherence, Accuracy, Training, Scale",10,9480,20.0,617538,False,1,,True,True,True,True,separate,0.0,3.0,252,False,,,False,"133, 163, 171, 21, 245, 256, 319, 51, 52, 7",False,"148.0967, 211.2575, 241.3914, 242.0181, 28.0768, 28.5452, 29.4016, 330.0121, 59.4304, 60.8808",False,False,only if the error was greater than 45 degrees of angle,direction of motion judgment: joystick; continuous scale: joystick; discrete scale: keyboard,2013-06-18 - 2013-06-28,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,continuous confidence → binning required for meta-d'; graded stimulus: graded coherence; has Accuracy; binary direction; requires binarization for d'
Rausch_2016,Perception,Rausch & Zehetleitner,Front Psychol,2016.0,,Low contrast gratings,20,420,420,2,confidence rating and visibility,continuous (-12 to 12),no,-12.0,12.0,,False,contrast,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, Visibility, RT_dec, contrast, Accuracy, Training, ScaleOrder",10,8400,20.0,439424,False,1,,True,True,True,False,decision_only,-12.0,12.0231,253,False,,,True,"1, 2",True,"1, 2",False,False,After incorrect responses only.,"Orientation judgment: Keyboard; Confidence, visibility: Joystick",2012-07-12 - 2012-11-19,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,continuous confidence → binning required for meta-d'
Rausch_2018_Expt1,Perception,Rausch et al,"Attention, Perception, & Psychophysics",2018.0,Expt 1,Masked gratings,20,600,600,1,confidence rating,continuous (-1 to 1),yes,-1.0,1.0,,False,stimulus-onset-asynchrony,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_decConf, difficulty, Accuracy, Training",8,12000,20.0,370187,False,1,,True,True,True,False,combined,-1.0,1.0,252,False,,,True,"1, 2",True,"1, 2",False,False,After incorrect responses only.,"Joystick. Participants reported the orientation of the stimulus and their degree of confidence at the same time: They indicated the orientation of the target stimulus by either moving the joystick back or forward, and at the same time, they reported their degree of confidence by moving the joystick to the left or to the right.",between 2017-01-30 and 2017-02-17,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,continuous confidence → binning required for meta-d'
Rausch_2018_Expt2,Perception,Rausch et al,"Attention, Perception, & Psychophysics",2018.0,Expt 2,Masked gratings,39,600,600,1,confidence rating,continuous (-1 to 1),no,-1.0,1.0,,False,stimulus-onset-asynchrony,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, difficulty, Accuracy, Training",9,23400,39.0,873858,False,1,,True,True,True,True,separate,-1.0,1.0,252,False,,,True,"1, 2",True,"1, 2",False,False,After incorrect responses only.,Orientation judgment: Keyboard; Confidence: Joystick,between 2016-12-12 and 2017-01-26,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,continuous confidence → binning required for meta-d'
Rausch_2020,Perception,"Rausch, Zehetleitner, Steinhauser, & Maier",NeuroImage,2020.0,,Masked oriented gratings,25,800,1000,1,confidence scale,4-point,no,1.0,4.0,4.0,True,stimulus-onset-asynchrony,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, SOA, Accuracy, Training",9,24800,25.0,805522,False,1,,True,True,True,True,separate,1.0,4.0,4,True,4.0,,True,"1, 2",True,"1, 2",False,False,After incorrect responses only.,Keyboard,between 2017-05-22 and 2017-10-27,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Recht_unpub,Perception,"Recht, de Gardelle & Mamassian",Unpublished,,,Gabors,10,1680,1680,2,confidence rating,2-point,no,1.0,2.0,2.0,True,"Cue validity (50%), cue position, cue-to-target onset asynchrony (5 CTOAs)",,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, Validity, CTOA, Cue_position",8,16800,10.0,512175,False,1,,False,True,True,False,decision_only,0.0,1.0,2,True,2.0,,True,"-1, 1",True,"-1, 1",False,False,No feedback.,,,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,
Reyes_2015,Perception,Reyes et al.,PlosOne,2015.0,,Gabors,27,400,440,1,confidence rating,continuous (1-6),no,1.0,6.0,,False,contrast,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Contrast, Training, Accuracy",9,11640,27.0,405709,False,1,,True,True,True,True,separate,1.0,6.0,797,False,,,True,"1.0, 2.0",True,"1.0, 2.0",False,False,None,,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,continuous confidence → binning required for meta-d'
Reyes_unpub,Perception,Reyes et al.,Submitted,,,Gabors,46,181,300,2,confidence rating,continuous (1-6),no,1.0,6.0,,False,contrast,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Contrast, Condition, Accuracy",9,13626,46.0,438081,False,1,,True,True,True,True,separate,1.0,6.0,499,False,,,True,"1, 2",True,"1, 2",False,False,None,,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,continuous confidence → binning required for meta-d'
Rouault_2018_Expt1,Perception,"Rouault, Seow, Gillan, Fleming",Biol. Psychiatry,2018.0,Expt 1,dots,498,210,210,1,confidence rating,11-point,no,1.0,11.0,11.0,True,,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, DotDiff, Accuracy",7,104580,498.0,2269948,False,1,,True,True,True,False,decision_only,1.0,11.0,11,True,11.0,,True,"0, 1",True,"0, 1",False,False,No feedback was provided.,Keyboard.,2015-2016.,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,
Rouault_2018_Expt2,Perception,"Rouault, Seow, Gillan, Fleming",Biol. Psychiatry,2018.0,Expt 2,dots,497,210,210,1,confidence rating,6-point,no,1.0,6.0,6.0,True,,"N=25 substance dependent individuals, N=25 healthy control individuals",binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, DotDiff, Accuracy",7,104370,497.0,2469897,False,1,,True,True,True,False,decision_only,1.0,6.0,6,True,6.0,,True,"0, 1",True,"0, 1",False,False,No feedback was provided.,Keyboard.,2015-2016.,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,
Rouault_2019,Perception,"Rouault, Dayan, Fleming",Nat Commun,2019.0,Expt 3,dots,73,360,360,1,confidence rating,continuous (50-100),no,50.0,100.0,,False,feedback/no feedback,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, DotDiff, Accuracy",8,26280,73.0,696837,False,1,,True,True,True,True,separate,0.5,1.0,51,False,,,True,"0, 1",True,"0, 1",False,False,Trials had either feedback (indicated by a NaN in the “Confidence” section) or a confidence rating (but not both).,Keyboard.,December 2017-June 2018.,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,continuous confidence → binning required for meta-d'
Rouault_2020,Perception,"Rouault, Fleming",PNAS,2020.0,Metacognition Experiment,dots,41,133,200,1,confidence rating,6-point,no,1.0,6.0,6.0,True,two difficulty levels,"N=25 substance dependent individuals, N=25 healthy control individuals",binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Difficulty, Accuracy",8,8066,41.0,393847,False,1,,True,True,True,True,separate,1.0,999.0,7,True,7.0,,True,"0, 1",True,"0.0, 1.0",False,False,No feedback was provided.,Button box.,2018.,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Sadeghi_2017_memory,Memory,Sadeghi et al,Scientific Reports,2017.0,Memory task,words,50,200,200,1,confidence rating,6-point,no,1.0,6.0,6.0,True,,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, group",7,10000,50.0,307043,False,1,,False,True,True,True,separate,1.0,6.0,6,True,6.0,,True,"0, 1",True,"0, 1",False,False,None,Keyboard,Nov-Dec 2014,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Sadeghi_2017_perception,Perception,Sadeghi et al,Scientific Reports,2017.0,Perceptual task,gabors,50,180,180,1,confidence rating,6-point,no,1.0,6.0,6.0,True,,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, contrast_difference, group",8,9000,50.0,320572,False,1,,False,True,True,True,separate,1.0,6.0,6,True,6.0,,True,"1, 2",True,"1, 2",False,False,None,Keyboard,Nov-Dec 2014,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Samaha_2016,Mixed,"Samaha, Barrett, Sheldon, LaRocque, Postle",Front Psychol,2016.0,,Gratings + white noise,15,560,560,4,confidence rating,4-point,no,1.0,4.0,4.0,True,"positive evidence (high or low), task (working memory or perception), working memory load (1 or 3 items)",,binary_response_graded_stimulus,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, Load, Condition, Accuracy, Task, Block",10,8400,15.0,365081,False,1,,True,True,True,False,decision_only,1.0,4.0,4,True,4.0,,False,"-45, 0, 1, 45",False,"-45, 0, 1, 3, 4, 45, 5",False,False,no feedback was used.,,,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,graded stimulus: orientation categorization; has Accuracy; binary; requires binarization for d'
Samaha_2017_exp1,Mixed,Samaha & Postle,Proceedings of the Royal Society: B,2017.0,Expt 1,Gratings + white noise,20,292,420,4,confidence rating,4-point,no,1.0,4.0,4.0,True,"positive evidence (high or low), task (working memory or perception)",,binary_response_graded_stimulus,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, Error, Condition, Task, Block",9,8272,20.0,488868,False,1,,False,True,True,False,decision_only,1.0,4.0,4,True,4.0,,False,"18, 28, 33, 37, 39, 68, 74, 89, 9, 99",False,"193.9453125, 217.44140625, 287.61328125, 288.87109375, 49.6796875, 56.109375, 56.953125, 59.58203125, 65.9921875, 67.30859375",False,True,no feedback was used.,,,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,graded stimulus: orientation discrimination; has Error col; binary; requires binarization for d'
Samaha_2017_exp2,Mixed,Samaha & Postle,Proceedings of the Royal Society: B,2017.0,Expt 2,Gratings + white noise,20,240,300,2,confidence rating,4-point,no,1.0,4.0,4.0,True,"positive evidence (high or low), delay (parametric: 0.6 to 12 sec)",,binary_response_graded_stimulus,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, Error, Condition, Delay",8,5833,20.0,316842,False,1,,False,True,True,False,decision_only,1.0,4.0,4,True,4.0,,False,"107, 115, 118, 151, 153, 167, 23, 4, 86, 90",False,"107.2109375, 121.9375, 299.609375, 300.0, 309.640625, 322.5859375, 353.015625, 63.8359375, 78.9140625, 92.46875",False,True,No feedback was used.,,,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,graded stimulus: orientation discrimination; has Error col; binary; requires binarization for d'
Samaha_2017_exp3,Mixed,Samaha & Postle,Proceedings of the Royal Society: B,2017.0,Expt 3,Gratings + white noise,20,700,900,3,confidence rating,4-point,no,1.0,4.0,4.0,True,"Task: orientation perception, contrast percepton, orientation working memory",,binary_response_graded_stimulus,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, Task, Contrast_stair",7,17700,20.0,628833,False,1,,False,True,True,False,decision_only,1.0,4.0,4,True,4.0,,False,"-1, 0, 1",False,"-1, 0, 1",False,False,no feedback was used.,,,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,graded stimulus: stimulus -1/0/1 (CW/noise/CCW); binary decision; requires binarization for d'
Schmidt_2019_memory,Memory,Schmidt et al.,Consc Cog,2019.0,,Words,27,399,400,2,confidence rating,continuous (1-6),no,1.0,6.0,,False,recogniton memory,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Accuracy, Condition",8,10799,27.0,311729,False,1,,True,True,True,True,separate,1.0,6.0,101,False,,,True,"1, 2",True,"1, 2",False,False,None,,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,continuous confidence → binning required for meta-d'
Schmidt_2019_perception,Perception,Schmidt et al.,Consc Cog,2019.0,,Gabors,27,300,600,2,confidence rating,continuous (1-6),no,1.0,6.0,,False,contrast,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Contrast, Accuracy, Condition",9,15900,27.0,536999,False,1,,True,True,True,True,separate,1.0,6.0,101,False,,,True,"1, 2",True,"1, 2",False,False,None,,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,continuous confidence → binning required for meta-d'
Schurgin_2018,Memory,"Schurgin, Wixted & Brady",bioRxiv,2018.0,,colors,70,300,300,1,confidence rating,6-point,no,1.0,6.0,6.0,True,set size of working memory load,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, Setsize, Accuracy, TargetColor, TestColor, Distractor1Color, Distractor2Color, Distractor3Color, Distractor4Color, Distractor5Color",14,21000,70.0,2239312,False,1,,True,True,True,False,decision_only,1.0,6.0,6,True,6.0,,True,"1, 2",True,"1, 2",False,False,,,,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,
Seow_2019,Cognitive,Seow & Gillan,bioRxiv,2019.0,,particle shoot,589,300,300,1,confidence rating,continuous (1-100),no,1.0,100.0,,False,volatility changes,,binary_classification,True,,"Subj_idx, NumTrial, RT_Trial, NumCondition, Condition, NTrialInCond, NumBlock, NumTrialinBlock, HazRate, ParticleDistMean, ParticleShoot, ChangePoint, Response, RT_dec, ConfOri, Confidence, RT_conf, Accuracy, TrialReward, TotalReward, TaskResets, Age, Gender, QnTrap, IQ, Cigrette, Alcohol, Apathy, Impusivity, EatingDis, SocialAnx, OCD, Schizotypy, Depression, TraitAnx",35,176700,589.0,23438358,False,1,,True,True,True,True,separate,1.0,100.0,100,False,,,,,False,"11, 13, 14, 310, 353, 356, 357, 5, 8, 9",False,False,Participants would see if their trial was a hit or miss.,Keyboard.,,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,continuous confidence → binning required for meta-d'
Shekhar_2018,Perception,Shekhar & Rahnev,JNeuroscience,2018.0,,Gabors,19,720,720,3,confidence rating,4-point,yes,1.0,4.0,4.0,True,"TMS to aPFC, DLPFC and S1",,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_decConf, Contrast, TMSsite",7,13680,19.0,366157,False,1,,False,True,True,False,combined,1.0,4.0,4,True,4.0,,True,"1, 2",True,"1, 2",False,False,,,,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,
Shekhar_2021,Perception,Shekhar & Rahnev,Psych Review,2021.0,4,Gabors,20,2800,2800,1,confidence rating,continuous (50-100),yes,50.0,100.0,,False,3 interleaved contrasts,,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_decConf, Contrast",6,56000,20.0,1209658,False,1,,False,True,True,False,combined,50.0,100.0,501,False,,,True,"1, 2",True,"1, 2",False,False,,,,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,continuous confidence → binning required for meta-d'
Sherman_2016_JN,Perception,Sherman et al,Journal of Neuroscience,2016.0,,Gabors,19,216,504,6,confidence rating,2-point,no,1.0,2.0,2.0,True,"Attention (single task vs dual task), Probability of Gabor presence (25%, 75%)",,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Contrast, Condition, Accuracy, Visual_search_accuracy",10,6612,19.0,323066,False,1,,True,True,True,True,separate,0.0,1.0,2,True,2.0,,True,"0, 1",True,"0.0, 1.0",False,False,None,Keyboard,2013,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Sherman_2016_JOCN,Perception,Sherman et al,Journal of Cognitive Neuroscience,2016.0,,Gabors,18,768,3264,4,confidence rating,4-point,no,1.0,4.0,4.0,True,"Attention (single task vs dual task), Probability of Gabor presence (25%, 50%, 75%)",,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, RT_conf, Contrast, Condition, Accuracy, Session, Visual_search_accuracy",11,35088,18.0,1580116,False,1,,True,True,True,True,separate,1.0,4.0,4,True,4.0,,True,"0, 1",True,"0, 1",False,False,None,Keyboard,2013,"accuracy, confidence_accuracy, confidence_rt, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",12,
Sherman_unpub_Expt1,Perception,Sherman et al,Unpublished,,Expt 1,Gabors,46,549,960,4,confidence rating,continuous (50-100),no,50.0,100.0,,False,"Positive evidence (low, high), Expected positive evidence (low, high",,binary_classification,True,,"Subj_idx, Stimulus, Response, Confidence, RT_dec, Condition, Accuracy, Contrast_pos_LowPE, Contrast_neg_LowPE, Contrast_noise_LowPE, Contrast_pos_HighPE, Contrast_neg_HighPE, Contrast_noise_HighPE",13,42259,46.0,4143492,False,1,,True,True,True,False,decision_only,50.0,100.0,51,False,,,True,"0, 1",True,"0, 1",False,False,None,Keyboard,2018-2019,"accuracy, confidence_accuracy, criterion, dprime, m_ratio, mean_confidence, mean_rt, meta_d_mle, rt_distribution, type2_auc, type2_roc",11,continuous confidence → binning required for meta-d'
